SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
ELGNZ, SM, 09-Feb-2026, 81.75, 81.00, 84.70, 81.00, 84.65, 84.25, 83.42, 9000, 7.51, 9, 7000, 77.78
ELIN, EQ, 09-Feb-2026, 160.81, 163.00, 163.22, 155.65, 155.80, 156.01, 157.84, 51152, 80.74, 2699, 29297, 57.27
ELIQUID, EQ, 09-Feb-2026, 1017.79, 1017.90, 1017.92, 1017.90, 1017.91, 1017.90, 1017.91, 18683, 190.18, 9, 13283, 71.10
ELLEN, EQ, 09-Feb-2026, 254.75, 257.00, 280.20, 255.65, 278.00, 276.35, 270.61, 330501, 894.37, 6755, 179482, 54.31
ELM250, EQ, 09-Feb-2026, 16.51, 16.71, 16.78, 16.56, 16.77, 16.67, 16.67, 1918211, 319.83, 230, 1810607, 94.39
EMAMILTD, EQ, 09-Feb-2026, 504.35, 505.95, 511.00, 501.90, 508.00, 506.85, 506.85, 428866, 2173.72, 13536, 236992, 55.26
EMAMIPAP, EQ, 09-Feb-2026, 85.95, 85.53, 87.00, 85.15, 86.50, 86.36, 86.14, 20914, 18.01, 375, 8588, 41.06
EMAMIREAL, EQ, 09-Feb-2026, 78.41, 80.30, 81.99, 76.05, 76.15, 76.36, 77.66, 12449, 9.67, 283, 10015, 80.45
EMAPARTNER, SM, 09-Feb-2026, 85.00, 85.10, 90.00, 85.10, 90.00, 89.90, 87.71, 7000, 6.14, 6, 7000, 100.00
EMBASSY, RR, 09-Feb-2026, 441.91, 446.50, 454.00, 445.64, 453.00, 452.63, 451.83, 643962, 2909.63, 18593, 523570, 81.30
EMBDL, BE, 09-Feb-2026, 68.02, 70.09, 70.88, 66.99, 67.73, 67.43, 68.37, 2123463, 1451.85, 6723, -, -
EMCURE, EQ, 09-Feb-2026, 1515.70, 1521.00, 1550.00, 1521.00, 1548.50, 1545.70, 1537.21, 111176, 1709.01, 11118, 63085, 56.74
EMIL, EQ, 09-Feb-2026, 92.64, 92.99, 109.04, 92.64, 105.80, 106.37, 105.31, 17600884, 18535.27, 86950, 1761798, 10.01
EMKAY, EQ, 09-Feb-2026, 250.95, 250.55, 265.00, 250.55, 254.50, 253.95, 256.74, 24589, 63.13, 814, 15987, 65.02
EMKAYTOOLS, SM, 09-Feb-2026, 101.00, 102.00, 104.00, 97.00, 104.00, 104.00, 102.29, 1950, 1.99, 13, 1650, 84.62
EMMBI, EQ, 09-Feb-2026, 93.24, 94.01, 97.00, 93.50, 94.80, 94.31, 95.02, 7864, 7.47, 127, 6339, 80.61
EMMIL, SM, 09-Feb-2026, 148.00, 148.00, 150.00, 143.60, 149.00, 149.00, 147.89, 5500, 8.13, 14, 3750, 68.18
EMMVEE, EQ, 09-Feb-2026, 202.48, 203.00, 206.68, 202.10, 203.00, 202.84, 203.78, 595556, 1213.63, 10510, 259938, 43.65
EMSLIMITED, EQ, 09-Feb-2026, 367.20, 370.00, 380.15, 365.40, 375.70, 374.90, 374.25, 157621, 589.90, 6323, 83642, 53.07
EMUDHRA, EQ, 09-Feb-2026, 508.40, 508.90, 514.45, 505.35, 506.15, 508.15, 509.68, 84596, 431.17, 4709, 33107, 39.14
EMULTIMQ, EQ, 09-Feb-2026, 40.88, 41.08, 41.44, 40.98, 41.41, 41.35, 41.13, 30723, 12.64, 255, 25865, 84.19
ENCOMPAS, SM, 09-Feb-2026, 234.90, 233.15, 246.70, 232.10, 237.25, 237.25, 235.95, 42000, 99.10, 21, 32400, 77.14
ENDURANCE, EQ, 09-Feb-2026, 2445.40, 2465.00, 2516.00, 2442.60, 2505.50, 2505.50, 2486.73, 80259, 1995.82, 21836, 44600, 55.57
ENERGY, EQ, 09-Feb-2026, 36.51, 37.57, 37.57, 36.43, 36.60, 36.66, 36.53, 9270255, 3386.27, 1894, 8173435, 88.17
ENERGYDEV, BE, 09-Feb-2026, 17.36, 17.05, 17.92, 17.05, 17.45, 17.39, 17.37, 15900, 2.76, 167, -, -
ENGINERSIN, EQ, 09-Feb-2026, 171.38, 172.80, 181.90, 172.50, 180.97, 180.82, 178.01, 3548811, 6317.11, 56663, 1597395, 45.01
ENIFTY, EQ, 09-Feb-2026, 25.72, 25.75, 25.89, 25.74, 25.86, 25.86, 25.84, 7162, 1.85, 37, 4683, 65.39
ENIL, EQ, 09-Feb-2026, 111.65, 112.90, 114.29, 110.25, 111.66, 111.91, 112.37, 18731, 21.05, 486, 14104, 75.30
ENRIN, EQ, 09-Feb-2026, 2740.60, 2750.00, 2755.20, 2645.00, 2708.00, 2691.30, 2700.02, 462672, 12492.22, 35311, 216639, 46.82
ENSER, SM, 09-Feb-2026, 13.05, 13.15, 13.15, 12.50, 12.55, 12.55, 12.69, 20000, 2.54, 4, 20000, 100.00
ENTERO, EQ, 09-Feb-2026, 1140.70, 1146.50, 1178.90, 1140.80, 1160.00, 1162.90, 1166.45, 71140, 829.81, 8212, 36663, 51.54
ENVIRO, SM, 09-Feb-2026, 105.05, 106.50, 106.50, 85.00, 97.00, 97.05, 92.18, 376000, 346.61, 260, 223000, 59.31
EPACK, EQ, 09-Feb-2026, 243.36, 248.49, 262.00, 246.39, 258.00, 259.80, 256.42, 652640, 1673.48, 13263, 258272, 39.57
EPACKPEB, EQ, 09-Feb-2026, 209.95, 212.50, 213.98, 206.55, 209.00, 209.28, 210.53, 301402, 634.53, 5212, 157654, 52.31
EPIGRAL, EQ, 09-Feb-2026, 991.90, 996.80, 1058.00, 996.80, 1036.80, 1043.90, 1038.46, 108283, 1124.48, 6996, 66565, 61.47
EPL, EQ, 09-Feb-2026, 213.01, 214.20, 223.00, 214.00, 218.20, 219.35, 219.87, 978631, 2151.68, 14032, 543170, 55.50
EPWINDIA, SM, 09-Feb-2026, 114.15, 116.00, 122.50, 116.00, 120.05, 120.00, 120.22, 48000, 57.70, 27, 40800, 85.00
EQUAL200, EQ, 09-Feb-2026, 13.35, 13.41, 13.51, 13.38, 13.51, 13.49, 13.46, 22840, 3.08, 103, 16885, 73.93
EQUAL50, EQ, 09-Feb-2026, 333.89, 335.64, 338.14, 335.64, 337.95, 338.10, 337.74, 523, 1.77, 16, 521, 99.62
EQUAL50ADD, EQ, 09-Feb-2026, 346.60, 348.33, 361.00, 345.53, 347.70, 349.70, 348.10, 517874, 1802.70, 314, 510211, 98.52
EQUIPPP, BE, 09-Feb-2026, 18.04, 17.99, 18.85, 17.55, 18.74, 18.74, 18.24, 2030, 0.37, 24, -, -
EQUITASBNK, EQ, 09-Feb-2026, 65.00, 64.31, 67.61, 64.30, 66.91, 67.07, 66.50, 3189127, 2120.88, 20961, 1509839, 47.34
ERIS, EQ, 09-Feb-2026, 1431.00, 1431.00, 1478.90, 1427.30, 1474.00, 1472.70, 1461.55, 29946, 437.68, 8254, 17437, 58.23
ESABINDIA, EQ, 09-Feb-2026, 5693.00, 5734.00, 5734.00, 5634.00, 5666.00, 5657.50, 5667.72, 3188, 180.69, 714, 1895, 59.44
ESAFSFB, EQ, 09-Feb-2026, 29.19, 29.80, 29.97, 28.83, 29.15, 29.14, 29.24, 651102, 190.41, 3147, 283202, 43.50
ESCONET, SM, 09-Feb-2026, 118.85, 120.00, 120.00, 107.00, 112.60, 111.20, 110.31, 138400, 152.67, 233, 106800, 77.17
ESCORTS, EQ, 09-Feb-2026, 3763.70, 3794.00, 3857.00, 3745.40, 3780.00, 3777.60, 3793.60, 95553, 3624.90, 16126, 42389, 44.36
ESENSEX, EQ, 09-Feb-2026, 83.35, 85.00, 85.00, 83.64, 83.78, 83.78, 83.89, 435, 0.36, 18, 398, 91.49
ESFL, SM, 09-Feb-2026, 136.85, 136.20, 137.00, 132.35, 136.00, 135.10, 134.76, 61560, 82.96, 128, 43560, 70.76
ESG, EQ, 09-Feb-2026, 43.68, 43.85, 43.98, 43.76, 43.98, 43.96, 43.91, 7540, 3.31, 95, 4070, 53.98
ESILVER, EQ, 09-Feb-2026, 237.47, 247.39, 258.40, 246.29, 253.00, 252.07, 252.33, 1686113, 4254.63, 5162, 639777, 37.94
ESPRIT, SM, 09-Feb-2026, 86.80, 88.50, 91.50, 88.50, 89.00, 89.00, 89.98, 16000, 14.40, 10, 11200, 70.00
ESSARSHPNG, EQ, 09-Feb-2026, 26.53, 27.19, 30.50, 26.86, 30.30, 29.47, 28.74, 682456, 196.12, 3119, 493771, 72.35
ESSENTIA, EQ, 09-Feb-2026, 1.50, 1.53, 1.54, 1.51, 1.53, 1.52, 1.53, 1081264, 16.50, 1228, 736484, 68.11
ESTER, EQ, 09-Feb-2026, 96.85, 97.20, 98.03, 96.00, 97.20, 97.41, 96.96, 68443, 66.36, 1079, 41415, 60.51
ETERNAL, EQ, 09-Feb-2026, 283.55, 286.00, 289.40, 283.00, 288.70, 288.85, 287.44, 18816048, 54085.27, 194992, 11105383, 59.02
ETHOSLTD, EQ, 09-Feb-2026, 2629.60, 2639.80, 2661.20, 2560.00, 2600.00, 2597.00, 2594.45, 105212, 2729.68, 5496, 91071, 86.56
ETL, SM, 09-Feb-2026, 841.20, 840.00, 840.00, 835.00, 835.00, 835.00, 837.50, 600, 5.03, 3, 600, 100.00
ETML, SM, 09-Feb-2026, 101.00, 103.45, 103.50, 101.50, 103.00, 103.00, 103.07, 7200, 7.42, 6, 6000, 83.33
EUREKAFORB, EQ, 09-Feb-2026, 515.10, 517.90, 528.00, 505.75, 523.00, 523.95, 519.91, 162208, 843.33, 14511, 95960, 59.16
EUROBOND, EQ, 09-Feb-2026, 177.79, 177.00, 191.90, 173.60, 178.00, 180.31, 180.28, 10642, 19.19, 463, 8094, 76.06
EUROPRATIK, EQ, 09-Feb-2026, 280.32, 278.80, 278.80, 235.60, 240.00, 240.36, 246.01, 1069366, 2630.72, 23540, 326616, 30.54
EUROTEXIND, BE, 09-Feb-2026, 13.15, 13.80, 13.80, 12.65, 13.80, 13.79, 13.19, 1531, 0.20, 22, -, -
EVEREADY, EQ, 09-Feb-2026, 341.90, 341.45, 349.90, 334.10, 337.10, 339.70, 341.26, 68224, 232.82, 2411, 31381, 46.00
EVERESTIND, EQ, 09-Feb-2026, 434.65, 422.00, 426.90, 406.00, 414.30, 413.35, 413.17, 20931, 86.48, 1337, 12425, 59.36
EVIETF, EQ, 09-Feb-2026, 30.44, 30.59, 30.85, 30.45, 30.85, 30.76, 30.71, 48441, 14.88, 672, 24906, 51.42
EVINDIA, EQ, 09-Feb-2026, 30.41, 30.56, 30.90, 30.51, 30.88, 30.83, 30.76, 187211, 57.58, 1916, 123983, 66.23
EXCEL, EQ, 09-Feb-2026, 1.23, 1.24, 1.29, 1.16, 1.22, 1.21, 1.23, 5443069, 66.89, 2265, 3348026, 61.51
EXCELINDUS, EQ, 09-Feb-2026, 1006.70, 1006.70, 1011.95, 988.00, 998.00, 992.85, 1000.13, 8647, 86.48, 867, 4671, 54.02
EXCELLENT, ST, 09-Feb-2026, 64.70, 64.05, 67.90, 64.00, 67.90, 67.90, 65.37, 14400, 9.41, 6, 11200, 77.78
EXCELSOFT, EQ, 09-Feb-2026, 74.27, 75.72, 82.15, 73.50, 81.59, 81.32, 79.20, 4698620, 3721.44, 28626, 1254903, 26.71
EXICOM, EQ, 09-Feb-2026, 98.11, 99.90, 102.95, 98.20, 102.92, 102.45, 101.18, 349014, 353.12, 4411, 154643, 44.31
EXIDEIND, EQ, 09-Feb-2026, 332.65, 334.50, 341.00, 333.40, 340.95, 340.45, 338.29, 1349063, 4563.73, 28825, 627465, 46.51
EXIMROUTES, ST, 09-Feb-2026, 201.30, 197.30, 197.30, 197.30, 197.30, 197.30, 197.30, 1600, 3.16, 1, 1600, 100.00
EXPLEOSOL, EQ, 09-Feb-2026, 874.00, 875.00, 900.00, 864.35, 895.20, 895.85, 891.50, 27783, 247.68, 2634, 20874, 75.13
EXXARO, BE, 09-Feb-2026, 7.07, 7.13, 7.24, 7.07, 7.20, 7.14, 7.14, 88921, 6.35, 242, -, -
FABTECH, EQ, 09-Feb-2026, 157.44, 158.42, 163.99, 158.42, 163.75, 163.02, 161.49, 262781, 424.37, 5631, 119239, 45.38
FACT, EQ, 09-Feb-2026, 792.80, 793.60, 824.95, 790.60, 816.00, 816.70, 813.04, 135038, 1097.92, 9349, 48369, 35.82
FAIRCHEMOR, EQ, 09-Feb-2026, 616.85, 615.00, 631.45, 612.30, 625.00, 622.80, 619.08, 15019, 92.98, 1145, 10091, 67.19
FALCONTECH, SM, 09-Feb-2026, 14.90, 14.35, 14.95, 14.35, 14.95, 14.95, 14.65, 2400, 0.35, 2, 1200, 50.00
FAZE3Q, EQ, 09-Feb-2026, 517.80, 532.50, 569.55, 532.50, 561.90, 562.45, 558.92, 316569, 1769.37, 7525, 113534, 35.86
FCL, EQ, 09-Feb-2026, 22.80, 23.63, 24.62, 23.16, 24.10, 24.21, 24.11, 3747802, 903.63, 8454, 1847961, 49.31
FCONSUMER, BZ, 09-Feb-2026, 0.36, 0.36, 0.37, 0.35, 0.37, 0.36, 0.36, 2597158, 9.38, 1170, -, -
FCSSOFT, EQ, 09-Feb-2026, 1.83, 1.79, 1.83, 1.75, 1.79, 1.79, 1.78, 1540589, 27.46, 2237, 989961, 64.26
FDC, EQ, 09-Feb-2026, 368.45, 372.00, 387.50, 369.00, 381.10, 384.75, 379.48, 112130, 425.51, 4950, 59671, 53.22
FEDERALBNK, EQ, 09-Feb-2026, 286.80, 288.70, 288.70, 284.60, 286.50, 286.65, 286.95, 3613561, 10369.04, 47778, 1968783, 54.48
FEDFINA, EQ, 09-Feb-2026, 143.94, 143.01, 147.55, 143.01, 147.00, 146.86, 146.34, 572976, 838.52, 6528, 289601, 50.54
FEL, BZ, 09-Feb-2026, 0.46, 0.47, 0.47, 0.45, 0.45, 0.45, 0.46, 229222, 1.07, 153, -, -
FELDVR, BZ, 09-Feb-2026, 2.87, 2.87, 3.01, 2.73, 3.01, 2.96, 2.91, 2831, 0.08, 25, -, -
FELIX, SM, 09-Feb-2026, 201.60, 200.00, 201.50, 198.00, 201.00, 199.50, 199.53, 41000, 81.81, 71, 26000, 63.41
FIBERWEB, EQ, 09-Feb-2026, 40.79, 41.79, 46.40, 41.79, 45.35, 45.31, 45.02, 309422, 139.30, 1774, 215605, 69.68
FICRF3GP, MF, 09-Feb-2026, 107.00, 111.00, 111.00, 111.00, 111.00, 111.00, 111.00, 1, 0.00, 1, 1, 100.00
FIDEL, SM, 09-Feb-2026, 142.00, 144.95, 144.95, 140.00, 140.00, 140.00, 142.48, 2000, 2.85, 2, 2000, 100.00
FIEMIND, EQ, 09-Feb-2026, 2296.70, 2324.00, 2349.90, 2290.70, 2349.90, 2337.40, 2326.20, 42723, 993.82, 5923, 23316, 54.57
FILATEX, EQ, 09-Feb-2026, 48.15, 50.00, 52.78, 49.72, 51.60, 52.16, 51.65, 3698035, 1909.94, 10502, 1624084, 43.92
FILATFASH, EQ, 09-Feb-2026, 0.30, 0.30, 0.31, 0.29, 0.31, 0.30, 0.30, 44413582, 134.74, 3593, 21078972, 47.46
FINBUD, SM, 09-Feb-2026, 113.90, 116.50, 120.00, 114.00, 118.00, 116.50, 117.46, 21000, 24.67, 17, 18000, 85.71
FINCABLES, EQ, 09-Feb-2026, 771.20, 787.00, 795.00, 770.00, 793.00, 792.65, 784.74, 291355, 2286.37, 17686, 141343, 48.51
FINEORG, EQ, 09-Feb-2026, 4412.80, 4444.50, 4521.60, 4422.70, 4490.30, 4487.40, 4470.12, 6945, 310.45, 2152, 3860, 55.58
FINIETF, EQ, 09-Feb-2026, 32.25, 32.41, 32.80, 32.26, 32.77, 32.62, 32.50, 368802, 119.86, 1795, 262783, 71.25
FINKURVE, EQ, 09-Feb-2026, 93.42, 93.42, 95.50, 90.05, 93.00, 93.27, 93.13, 50126, 46.68, 2259, 18224, 36.36
FINOPB, EQ, 09-Feb-2026, 234.29, 235.00, 236.69, 230.01, 234.00, 232.99, 233.40, 119254, 278.33, 2572, 62768, 52.63
FINPIPE, EQ, 09-Feb-2026, 172.03, 172.03, 179.80, 172.03, 179.04, 178.68, 177.94, 431851, 768.42, 11585, 225379, 52.19
FIRSTCRY, EQ, 09-Feb-2026, 269.50, 270.00, 276.35, 268.25, 275.80, 273.75, 273.45, 854636, 2337.03, 31946, 548897, 64.23
FISCHER, EQ, 09-Feb-2026, 44.14, 45.40, 46.27, 44.58, 45.56, 45.68, 45.74, 1721369, 787.39, 5131, 998469, 58.00
FIVESTAR, EQ, 09-Feb-2026, 450.50, 450.00, 455.95, 439.00, 440.00, 440.45, 446.39, 2164034, 9660.12, 45162, 1347795, 62.28
FLAIR, EQ, 09-Feb-2026, 303.90, 305.00, 320.75, 303.95, 311.95, 310.10, 311.94, 110402, 344.38, 2189, 58092, 52.62
FLEXIADD, EQ, 09-Feb-2026, 10.32, 10.38, 10.64, 10.34, 10.40, 10.39, 10.39, 80725, 8.39, 376, 66767, 82.71
FLEXITUFF, EQ, 09-Feb-2026, 9.85, 9.81, 9.83, 9.20, 9.80, 9.80, 9.59, 13431, 1.29, 119, 12221, 90.99
FLFL, BZ, 09-Feb-2026, 1.26, 1.28, 1.32, 1.20, 1.29, 1.26, 1.25, 68362, 0.86, 100, -, -
FLUOROCHEM, EQ, 09-Feb-2026, 3428.00, 3428.00, 3542.00, 3406.90, 3508.00, 3513.20, 3482.66, 65878, 2294.30, 8477, 40534, 61.53
FLYSBS, SM, 09-Feb-2026, 488.10, 512.00, 512.00, 490.00, 500.00, 498.65, 502.84, 35400, 178.01, 111, 29400, 83.05
FMCGIETF, EQ, 09-Feb-2026, 55.61, 55.78, 56.00, 55.20, 55.69, 55.69, 55.49, 2726673, 1513.00, 5804, 1951964, 71.59
FMGOETZE, EQ, 09-Feb-2026, 428.30, 432.70, 466.00, 432.70, 460.00, 461.70, 452.81, 181709, 822.80, 2802, 130061, 71.58
FMNL, EQ, 09-Feb-2026, 8.00, 8.38, 8.40, 8.20, 8.40, 8.38, 8.34, 11251, 0.94, 142, 10800, 95.99
FOCUS, EQ, 09-Feb-2026, 69.62, 69.60, 69.78, 66.51, 67.50, 67.24, 67.55, 133351, 90.08, 1420, 81501, 61.12
FONEBOX, ST, 09-Feb-2026, 77.90, 81.75, 81.75, 79.30, 80.50, 80.50, 80.35, 6000, 4.82, 6, 5000, 83.33
FOODSIN, EQ, 09-Feb-2026, 70.09, 70.50, 77.45, 70.25, 73.44, 73.05, 73.79, 392777, 289.83, 5655, 212313, 54.05
FORCEMOT, EQ, 09-Feb-2026, 21390.00, 21650.00, 22450.00, 21527.00, 22360.00, 22361.00, 22161.49, 131695, 29185.57, 40812, 33754, 25.63
FORTIS, EQ, 09-Feb-2026, 855.70, 859.00, 895.05, 853.20, 892.40, 891.30, 880.22, 1297869, 11424.13, 33128, 539710, 41.58
FOSECOIND, EQ, 09-Feb-2026, 4769.60, 4829.80, 4926.50, 4705.10, 4899.00, 4758.90, 4779.24, 1413, 67.53, 542, 619, 43.81
FRESHARA, SM, 09-Feb-2026, 196.05, 201.25, 201.30, 196.05, 197.00, 198.15, 198.35, 57600, 114.25, 87, 33000, 57.29
FROG, SM, 09-Feb-2026, 139.15, 138.00, 140.00, 137.15, 140.00, 139.50, 138.47, 26000, 36.00, 34, 23200, 89.23
FSL, EQ, 09-Feb-2026, 290.35, 295.00, 295.00, 291.00, 293.90, 292.95, 292.93, 525868, 1540.40, 18962, 259271, 49.30
FUSION, EQ, 09-Feb-2026, 190.01, 194.00, 194.87, 182.62, 184.10, 185.45, 187.76, 724886, 1361.05, 27195, 419408, 57.86
GABRIEL, EQ, 09-Feb-2026, 954.05, 960.00, 974.00, 950.00, 966.45, 969.30, 963.10, 234561, 2259.06, 18495, 106026, 45.20
GAEL, EQ, 09-Feb-2026, 128.07, 129.00, 137.28, 127.50, 134.80, 135.87, 131.95, 1263082, 1666.67, 15440, 683176, 54.09
GAIL, EQ, 09-Feb-2026, 162.99, 163.20, 164.24, 162.50, 164.02, 163.64, 163.32, 14553493, 23769.03, 111447, 10499300, 72.14
GAJANAND, SM, 09-Feb-2026, 9.45, 9.40, 9.40, 9.40, 9.40, 9.40, 9.40, 6000, 0.56, 1, 6000, 100.00
GALAPREC, EQ, 09-Feb-2026, 779.95, 790.00, 814.95, 769.20, 805.00, 805.30, 794.13, 24644, 195.70, 2447, 9895, 40.15
GALAXYSURF, EQ, 09-Feb-2026, 1825.60, 1826.80, 1872.00, 1826.80, 1845.00, 1856.40, 1856.19, 9653, 179.18, 2036, 5972, 61.87
GALLANTT, EQ, 09-Feb-2026, 588.95, 575.00, 586.50, 553.80, 581.00, 579.50, 570.17, 297202, 1694.55, 8726, 106822, 35.94
GANDHAR, EQ, 09-Feb-2026, 150.45, 150.00, 159.80, 149.09, 155.51, 156.20, 156.21, 550067, 859.28, 9221, 224864, 40.88
GANDHITUBE, EQ, 09-Feb-2026, 739.90, 747.80, 811.40, 731.05, 809.00, 799.65, 782.56, 10235, 80.09, 1097, 7083, 69.20
GANECOS, EQ, 09-Feb-2026, 684.70, 694.00, 821.60, 694.00, 821.60, 821.60, 786.87, 2392350, 18824.64, 61473, 338061, 14.13
GANESHBE, EQ, 09-Feb-2026, 74.91, 75.97, 81.45, 74.91, 80.10, 80.46, 78.03, 208352, 162.58, 2170, 128917, 61.87
GANESHCP, EQ, 09-Feb-2026, 196.76, 194.76, 199.73, 194.76, 196.51, 197.06, 197.25, 121850, 240.35, 1306, 96035, 78.81
GANESHHOU, EQ, 09-Feb-2026, 711.60, 714.00, 749.55, 703.55, 727.00, 729.60, 733.93, 63953, 469.37, 4025, 25719, 40.22
GANESHIN, SM, 09-Feb-2026, 107.55, 107.25, 112.90, 107.25, 112.90, 112.90, 111.62, 96800, 108.05, 79, 64800, 66.94
GANGAFORGE, EQ, 09-Feb-2026, 3.37, 3.46, 3.46, 3.20, 3.35, 3.31, 3.34, 260537, 8.70, 395, 218293, 83.79
GANGESSECU, EQ, 09-Feb-2026, 125.53, 127.40, 130.50, 125.10, 130.25, 129.97, 129.14, 1315, 1.70, 49, 877, 66.69
GARFIBRES, EQ, 09-Feb-2026, 682.30, 690.50, 731.45, 690.50, 708.90, 707.15, 715.64, 94721, 677.86, 7740, 25743, 27.18
GARUDA, EQ, 09-Feb-2026, 167.19, 171.72, 183.00, 169.48, 179.30, 179.34, 178.14, 1671458, 2977.50, 24406, 391244, 23.41
GATECH, EQ, 09-Feb-2026, 0.51, 0.52, 0.53, 0.51, 0.53, 0.52, 0.52, 2968611, 15.50, 1429, 1702943, 57.36
GATECHDVR, EQ, 09-Feb-2026, 0.49, 0.50, 0.52, 0.49, 0.51, 0.50, 0.51, 1014222, 5.14, 446, 765949, 75.52
GATEWAY, EQ, 09-Feb-2026, 60.74, 62.87, 64.50, 62.00, 63.90, 63.93, 63.80, 3059344, 1951.73, 15509, 1830787, 59.84
GAYAHWS, EQ, 09-Feb-2026, 2.28, 2.28, 2.39, 2.28, 2.39, 2.39, 2.37, 243609, 5.78, 385, 224664, 92.22
GAYAPROJ, BZ, 09-Feb-2026, 12.10, 12.70, 12.70, 12.70, 12.70, 12.70, 12.70, 150519, 19.12, 116, -, -
GCHOTELS, SM, 09-Feb-2026, 127.85, 130.00, 135.25, 130.00, 135.25, 135.25, 131.43, 13800, 18.14, 14, 12600, 91.30
GCSL, BE, 09-Feb-2026, 346.50, 339.60, 340.00, 339.60, 340.00, 340.00, 339.99, 5069, 17.23, 16, -, -
GEECEE, EQ, 09-Feb-2026, 309.45, 311.85, 312.60, 304.15, 308.65, 307.40, 308.28, 2061, 6.35, 132, 1238, 60.07
GEEKAYWIRE, EQ, 09-Feb-2026, 28.00, 28.01, 28.65, 27.65, 28.15, 28.08, 28.12, 116081, 32.65, 601, 86622, 74.62
GEMAROMA, EQ, 09-Feb-2026, 200.60, 204.00, 205.00, 195.82, 197.49, 198.32, 199.77, 228979, 457.44, 6613, 89641, 39.15
GENCON, EQ, 09-Feb-2026, 53.61, 54.79, 54.79, 52.25, 52.50, 52.52, 52.81, 212296, 112.11, 1436, 132317, 62.33
GENESYS, EQ, 09-Feb-2026, 300.65, 300.65, 333.85, 299.85, 329.00, 329.65, 322.83, 529104, 1708.12, 12613, 205377, 38.82
GENSOL, BZ, 09-Feb-2026, 29.36, 27.90, 27.90, 27.90, 27.90, 27.90, 27.90, 51195, 14.28, 560, -, -
GENUSPAPER, EQ, 09-Feb-2026, 11.65, 11.65, 12.05, 11.63, 12.01, 11.98, 11.86, 51823, 6.15, 236, 35220, 67.96
GENUSPOWER, BE, 09-Feb-2026, 262.35, 262.35, 272.00, 254.00, 268.00, 267.50, 262.26, 913918, 2396.83, 6709, -, -
GEOJITFSL, EQ, 09-Feb-2026, 71.17, 71.50, 72.47, 70.80, 71.75, 71.81, 71.73, 259600, 186.20, 2831, 142692, 54.97
GESHIP, EQ, 09-Feb-2026, 1274.20, 1292.10, 1325.00, 1290.00, 1316.00, 1313.20, 1312.46, 648107, 8506.16, 33085, 294834, 45.49
GFLLIMITED, EQ, 09-Feb-2026, 47.40, 48.60, 50.00, 47.52, 49.25, 49.44, 49.03, 103689, 50.84, 1000, 72987, 70.39
GFSTEELS, BE, 09-Feb-2026, 11.22, 11.78, 11.78, 11.78, 11.78, 11.78, 11.78, 5916, 0.70, 20, -, -
GGBL, SM, 09-Feb-2026, 284.90, 285.10, 315.00, 285.10, 308.00, 308.05, 305.68, 41400, 126.55, 134, 21300, 51.45
GHCL, EQ, 09-Feb-2026, 513.10, 517.00, 523.90, 510.00, 522.60, 522.40, 517.37, 104507, 540.69, 4322, 62920, 60.21
GHCLTEXTIL, EQ, 09-Feb-2026, 78.32, 80.85, 86.00, 78.50, 83.50, 83.46, 82.32, 372885, 306.96, 2847, 205134, 55.01
GICHSGFIN, EQ, 09-Feb-2026, 163.97, 164.70, 167.00, 163.35, 165.01, 165.41, 165.29, 142124, 234.92, 2493, 75335, 53.01
GICL, ST, 09-Feb-2026, 45.75, 46.10, 46.10, 44.50, 45.50, 45.50, 45.42, 162000, 73.58, 40, 150000, 92.59
GICRE, EQ, 09-Feb-2026, 380.55, 373.05, 388.30, 373.05, 384.05, 384.00, 383.57, 919655, 3527.50, 29360, 483209, 52.54
GILLANDERS, EQ, 09-Feb-2026, 90.87, 93.00, 93.00, 88.20, 89.50, 90.61, 90.27, 6492, 5.86, 224, 3167, 48.78
GILLETTE, EQ, 09-Feb-2026, 8717.00, 8717.00, 8820.50, 8655.50, 8727.00, 8750.00, 8743.48, 25334, 2215.07, 8383, 10411, 41.09
GILT10BETA, EQ, 09-Feb-2026, 26.04, 25.76, 26.26, 25.76, 25.87, 25.87, 25.97, 492, 0.13, 61, 420, 85.37
GILT5BETA, EQ, 09-Feb-2026, 63.86, 63.86, 64.74, 63.57, 63.69, 63.69, 63.80, 1488, 0.95, 36, 1084, 72.85
GILT5YBEES, EQ, 09-Feb-2026, 63.94, 64.92, 64.92, 63.70, 63.89, 63.85, 63.87, 274826, 175.52, 656, 182523, 66.41
GINNIFILA, EQ, 09-Feb-2026, 41.28, 41.80, 42.00, 40.99, 41.93, 41.81, 41.37, 39619, 16.39, 422, 28953, 73.08
GIPCL, EQ, 09-Feb-2026, 145.79, 145.89, 154.00, 145.81, 150.95, 150.68, 148.84, 313046, 465.92, 3701, 200975, 64.20
GKENERGY, EQ, 09-Feb-2026, 107.46, 108.70, 112.83, 107.11, 112.83, 112.83, 111.00, 731051, 811.47, 5670, 274596, 37.56
GKSL, EQ, 09-Feb-2026, 111.50, 111.53, 112.99, 108.06, 109.10, 108.75, 110.48, 405570, 448.09, 4642, 208021, 51.29
