SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
NAGREEKEXP, EQ, 06-Feb-2026, 26.21, 27.35, 27.35, 26.01, 26.99, 26.52, 26.72, 4235, 1.13, 95, 3539, 83.57
NAHARCAP, EQ, 06-Feb-2026, 243.75, 242.99, 243.00, 235.00, 242.40, 239.59, 239.83, 1243, 2.98, 38, 954, 76.75
NAHARINDUS, EQ, 06-Feb-2026, 108.85, 109.98, 110.00, 105.50, 105.50, 106.14, 107.18, 35759, 38.33, 2192, 13764, 38.49
NAHARPOLY, EQ, 06-Feb-2026, 249.31, 251.00, 251.00, 242.00, 242.00, 244.87, 245.84, 3417, 8.40, 356, 1293, 37.84
NAHARSPING, EQ, 06-Feb-2026, 182.45, 180.65, 184.00, 178.55, 179.05, 180.46, 181.01, 25619, 46.37, 580, 15694, 61.26
NAM-INDIA, EQ, 06-Feb-2026, 925.00, 922.00, 932.00, 904.00, 920.00, 919.80, 915.56, 375447, 3437.46, 22202, 198462, 52.86
NAMAN, SM, 06-Feb-2026, 59.95, 59.95, 59.95, 59.95, 59.95, 59.95, 59.95, 1600, 0.96, 2, 1600, 100.00
NAMOEWASTE, SM, 06-Feb-2026, 181.15, 181.15, 183.00, 181.00, 182.00, 182.00, 181.58, 9600, 17.43, 12, 7200, 75.00
NARMADA, EQ, 06-Feb-2026, 31.96, 32.00, 32.26, 31.76, 32.20, 32.06, 32.04, 135996, 43.58, 706, 66705, 49.05
NATCAPSUQ, EQ, 06-Feb-2026, 163.56, 169.00, 169.00, 158.05, 159.00, 160.13, 164.09, 5026, 8.25, 442, 2526, 50.26
NATCOPHARM, EQ, 06-Feb-2026, 828.95, 827.05, 827.95, 812.30, 824.80, 823.55, 819.50, 354957, 2908.89, 22945, 165703, 46.68
NATHBIOGEN, EQ, 06-Feb-2026, 149.44, 150.00, 153.80, 149.50, 153.00, 152.33, 150.90, 7091, 10.70, 264, 5064, 71.41
NATIONALUM, EQ, 06-Feb-2026, 363.85, 356.00, 357.50, 349.55, 353.40, 354.65, 352.87, 12608116, 44490.30, 106051, 6447672, 51.14
NAUKRI, EQ, 06-Feb-2026, 1166.00, 1166.00, 1169.90, 1118.60, 1131.00, 1130.40, 1128.12, 4100917, 46263.26, 119320, 2956176, 72.09
NAVA, EQ, 06-Feb-2026, 561.45, 559.10, 568.00, 554.00, 559.05, 562.45, 559.83, 186608, 1044.68, 7366, 60424, 32.38
NAVINFLUOR, EQ, 06-Feb-2026, 6273.00, 6297.50, 6473.00, 6227.00, 6420.00, 6417.50, 6410.15, 216269, 13863.17, 31671, 96519, 44.63
NAVKARCORP, EQ, 06-Feb-2026, 100.47, 100.03, 100.25, 97.47, 99.05, 98.70, 98.29, 132174, 129.91, 1467, 65332, 49.43
NAVKARURB, BE, 06-Feb-2026, 1.29, 1.34, 1.35, 1.26, 1.34, 1.30, 1.32, 662571, 8.74, 330, -, -
NAVNETEDUL, EQ, 06-Feb-2026, 162.09, 160.60, 160.97, 155.81, 158.20, 158.72, 158.12, 107476, 169.94, 3070, 39788, 37.02
NAZARA, EQ, 06-Feb-2026, 276.90, 277.00, 277.20, 254.85, 258.80, 259.00, 266.32, 5624379, 14979.01, 29076, 2787856, 49.57
NBCC, EQ, 06-Feb-2026, 100.95, 100.50, 100.50, 96.85, 98.18, 98.30, 97.93, 13407633, 13130.57, 45810, 4004542, 29.87
NBIFIN, EQ, 06-Feb-2026, 2033.00, 1976.00, 2003.00, 1960.00, 1995.00, 1996.20, 1978.04, 479, 9.47, 71, 456, 95.20
NCC, EQ, 06-Feb-2026, 152.09, 147.19, 157.50, 145.22, 156.10, 156.47, 150.66, 6632449, 9992.74, 57128, 1993269, 30.05
NCLIND, EQ, 06-Feb-2026, 185.35, 185.00, 188.64, 183.10, 188.64, 187.72, 185.67, 38902, 72.23, 946, 28717, 73.82
NDGL, EQ, 06-Feb-2026, 2597.80, 2587.00, 2587.00, 2580.00, 2580.00, 2580.00, 2581.75, 8, 0.21, 5, 8, 100.00
NDL, EQ, 06-Feb-2026, 3.10, 3.11, 3.15, 3.05, 3.08, 3.07, 3.09, 1619330, 49.99, 1524, 902391, 55.73
NDLVENTURE, EQ, 06-Feb-2026, 90.43, 90.50, 93.40, 89.62, 90.01, 90.14, 90.79, 6086, 5.53, 46, 4015, 65.97
NDRAUTO, EQ, 06-Feb-2026, 724.20, 724.20, 725.00, 714.00, 720.10, 720.70, 720.03, 25187, 181.35, 1284, 16721, 66.39
NDRINVIT, IV, 06-Feb-2026, 125.19, 122.10, 122.10, 122.00, 122.00, 122.00, 122.03, 75000, 91.53, 2, 75000, 100.00
NDTV, EQ, 06-Feb-2026, 87.43, 87.00, 87.04, 85.28, 86.10, 86.40, 86.11, 111992, 96.43, 1428, 44284, 39.54
NECCLTD, EQ, 06-Feb-2026, 13.90, 13.90, 14.25, 13.76, 14.20, 14.15, 14.07, 62233, 8.76, 285, 49482, 79.51
NECLIFE, BE, 06-Feb-2026, 13.71, 13.61, 13.71, 13.30, 13.50, 13.45, 13.45, 204082, 27.46, 466, -, -
NEELAM, SM, 06-Feb-2026, 14.95, 15.55, 15.55, 14.90, 15.25, 15.25, 15.23, 36000, 5.48, 6, 24000, 66.67
NELCAST, EQ, 06-Feb-2026, 117.58, 116.55, 125.00, 113.51, 123.50, 121.90, 118.39, 153573, 181.81, 1932, 71085, 46.29
NELCO, EQ, 06-Feb-2026, 646.95, 646.95, 647.00, 625.05, 630.00, 630.60, 631.27, 50791, 320.63, 3249, 21826, 42.97
NEOCHEM, SM, 06-Feb-2026, 76.00, 76.50, 79.00, 76.50, 79.00, 78.75, 77.62, 26400, 20.49, 14, 26400, 100.00
NEOGEN, EQ, 06-Feb-2026, 1363.80, 1375.00, 1377.90, 1341.10, 1341.20, 1353.50, 1354.28, 21306, 288.54, 2926, 8358, 39.23
NEPHROCARE, SM, 06-Feb-2026, 99.00, 99.00, 102.00, 99.00, 101.00, 101.00, 100.65, 6800, 6.84, 9, 6400, 94.12
NEPHROPLUS, EQ, 06-Feb-2026, 519.95, 519.00, 536.70, 515.60, 527.00, 530.35, 529.35, 78495, 415.52, 4971, 38058, 48.48
NEPTUNE, SM, 06-Feb-2026, 243.40, 241.45, 241.45, 241.45, 241.45, 241.45, 241.45, 1000, 2.41, 1, 1000, 100.00
NESCO, EQ, 06-Feb-2026, 1130.10, 1130.10, 1143.00, 1119.20, 1141.00, 1136.50, 1132.88, 25174, 285.19, 3989, 11933, 47.40
NESTLEIND, EQ, 06-Feb-2026, 1303.50, 1291.10, 1305.20, 1278.70, 1300.00, 1303.30, 1293.48, 835646, 10808.90, 45016, 472661, 56.56
NETF, EQ, 06-Feb-2026, 278.17, 285.12, 285.12, 275.29, 276.79, 277.29, 276.92, 1237, 3.43, 167, 750, 60.63
NETWEB, EQ, 06-Feb-2026, 3108.90, 3104.70, 3136.00, 3051.00, 3110.00, 3119.20, 3089.87, 487883, 15074.95, 34243, 97425, 19.97
NETWORK18, EQ, 06-Feb-2026, 37.92, 37.90, 38.05, 37.11, 37.75, 37.77, 37.51, 2173506, 815.29, 18422, 1020705, 46.96
NEULANDLAB, EQ, 06-Feb-2026, 13202.00, 13224.00, 13278.00, 12930.00, 12999.00, 13030.00, 13069.78, 17446, 2280.15, 6228, 6481, 37.15
NEWGEN, EQ, 06-Feb-2026, 545.95, 545.00, 545.00, 526.55, 529.95, 530.95, 531.71, 591448, 3144.77, 26876, 221184, 37.40
NEWJAISA, SM, 06-Feb-2026, 18.70, 19.30, 19.60, 19.30, 19.60, 19.60, 19.57, 24000, 4.70, 16, 19500, 81.25
NEXT30ADD, EQ, 06-Feb-2026, 40.69, 40.47, 40.69, 40.31, 40.69, 40.69, 40.45, 2577, 1.04, 54, 1695, 65.77
NEXT50, EQ, 06-Feb-2026, 707.04, 707.04, 709.78, 699.23, 708.45, 708.37, 704.24, 8483, 59.74, 467, 6383, 75.24
NEXT50ADD, EQ, 06-Feb-2026, 68.88, 68.37, 69.21, 68.19, 69.21, 68.88, 68.69, 198, 0.14, 12, 138, 69.70
NEXT50BETA, EQ, 06-Feb-2026, 74.07, 74.29, 75.40, 73.26, 75.00, 74.32, 73.77, 37727, 27.83, 645, 19589, 51.92
NEXT50ETF, EQ, 06-Feb-2026, 69.20, 68.84, 70.98, 68.23, 70.98, 69.35, 68.73, 5421, 3.73, 87, 3021, 55.73
NEXT50IETF, EQ, 06-Feb-2026, 72.47, 73.12, 73.12, 71.71, 72.47, 72.58, 72.11, 465392, 335.61, 4671, 215653, 46.34
NEXTMEDIA, EQ, 06-Feb-2026, 5.26, 5.28, 5.46, 5.10, 5.44, 5.43, 5.39, 5369, 0.29, 97, 4949, 92.18
NFL, EQ, 06-Feb-2026, 79.42, 79.02, 79.25, 78.00, 78.37, 78.49, 78.61, 496284, 390.14, 3586, 196631, 39.62
NGIL, EQ, 06-Feb-2026, 27.58, 27.45, 27.99, 26.51, 26.53, 26.55, 26.71, 11225, 3.00, 81, 6939, 61.82
NGLFINE, EQ, 06-Feb-2026, 2270.10, 2270.10, 2270.10, 2076.50, 2160.00, 2190.40, 2177.55, 23643, 514.84, 2806, 10027, 42.41
NH, EQ, 06-Feb-2026, 1733.00, 1720.00, 1726.30, 1688.30, 1718.60, 1715.30, 1703.95, 376494, 6415.27, 47805, 225223, 59.82
NHPC, EQ, 06-Feb-2026, 80.00, 80.00, 80.40, 78.56, 79.40, 79.43, 79.19, 9048503, 7165.86, 44319, 3809044, 42.10
NIACL, EQ, 06-Feb-2026, 147.94, 148.46, 153.20, 147.45, 150.00, 149.70, 150.62, 1511691, 2276.93, 22529, 224521, 14.85
NIBE, EQ, 06-Feb-2026, 1012.00, 1010.10, 1023.90, 1002.00, 1020.00, 1020.60, 1014.17, 39657, 402.19, 2138, 24743, 62.39
NIBL, EQ, 06-Feb-2026, 30.47, 30.16, 30.90, 28.02, 28.90, 29.00, 29.47, 67522, 19.90, 1019, 34844, 51.60
NIDAN, SM, 06-Feb-2026, 15.65, 17.45, 17.45, 16.30, 16.80, 16.80, 16.87, 7000, 1.18, 7, 7000, 100.00
NIF100BEES, EQ, 06-Feb-2026, 277.74, 278.46, 278.70, 275.81, 278.70, 278.24, 276.84, 10638, 29.45, 485, 6381, 59.98
NIF100IETF, EQ, 06-Feb-2026, 29.18, 29.38, 29.38, 28.30, 29.15, 29.17, 29.09, 50036, 14.55, 1465, 39268, 78.48
NIFTY1, EQ, 06-Feb-2026, 283.16, 283.17, 284.37, 281.21, 282.71, 283.57, 283.32, 219818, 622.78, 1626, 183086, 83.29
NIFTY100EW, EQ, 06-Feb-2026, 33.97, 34.13, 34.38, 33.71, 34.05, 33.96, 33.87, 8763, 2.97, 184, 5053, 57.66
NIFTYADD, EQ, 06-Feb-2026, 268.47, 269.10, 269.10, 266.74, 268.74, 268.80, 268.27, 10247, 27.49, 222, 7352, 71.75
NIFTYBEES, EQ, 06-Feb-2026, 290.35, 290.35, 290.90, 288.90, 290.80, 290.65, 289.86, 4309000, 12490.08, 42728, 2355988, 54.68
NIFTYBETA, EQ, 06-Feb-2026, 282.93, 282.93, 283.22, 280.88, 282.08, 283.02, 282.37, 23747, 67.05, 742, 16507, 69.51
NIFTYBETF, EQ, 06-Feb-2026, 262.36, 262.09, 262.93, 260.99, 262.80, 262.85, 262.23, 2595, 6.80, 89, 1514, 58.34
NIFTYCASE, EQ, 06-Feb-2026, 10.21, 10.46, 10.46, 10.15, 10.24, 10.22, 10.20, 431939, 44.04, 1212, 286641, 66.36
NIFTYETF, EQ, 06-Feb-2026, 277.30, 277.30, 277.79, 275.42, 277.50, 277.63, 276.50, 90440, 250.07, 1101, 62728, 69.36
NIFTYIETF, EQ, 06-Feb-2026, 288.82, 289.25, 289.68, 285.82, 288.56, 289.36, 288.29, 640310, 1845.93, 15217, 369156, 57.65
NIFTYQLITY, EQ, 06-Feb-2026, 21.62, 21.61, 22.00, 21.35, 21.71, 21.62, 21.50, 64572, 13.88, 352, 41796, 64.73
NIITLTD, EQ, 06-Feb-2026, 78.38, 77.60, 78.00, 75.86, 77.00, 76.48, 76.47, 308571, 235.95, 3548, 149817, 48.55
NIITMTS, EQ, 06-Feb-2026, 382.15, 377.75, 388.00, 374.45, 379.00, 379.50, 380.16, 31801, 120.89, 2373, 15430, 48.52
NIKITA, SM, 06-Feb-2026, 112.50, 113.50, 113.50, 113.50, 113.50, 113.50, 113.50, 3600, 4.09, 1, 3600, 100.00
NILAINFRA, EQ, 06-Feb-2026, 8.27, 8.40, 8.40, 8.13, 8.23, 8.18, 8.21, 129149, 10.61, 475, 94778, 73.39
NILASPACES, EQ, 06-Feb-2026, 15.45, 15.60, 15.60, 14.95, 15.02, 15.13, 15.16, 518400, 78.58, 1801, 229801, 44.33
NILKAMAL, EQ, 06-Feb-2026, 1475.30, 1482.90, 1545.00, 1432.50, 1439.80, 1464.80, 1506.86, 25023, 377.06, 2492, 6674, 26.67
NINSYS, EQ, 06-Feb-2026, 331.75, 338.60, 351.00, 325.55, 340.00, 347.00, 340.20, 7971, 27.12, 429, 5975, 74.96
NIPPOBATRY, EQ, 06-Feb-2026, 367.70, 365.00, 373.55, 360.20, 362.00, 362.70, 365.87, 2858, 10.46, 201, 1864, 65.22
NIRAJ, EQ, 06-Feb-2026, 31.10, 31.70, 31.70, 31.00, 31.70, 31.59, 31.28, 56517, 17.68, 721, 28568, 50.55
NIRAJISPAT, EQ, 06-Feb-2026, 214.51, 253.00, 257.41, 244.51, 257.41, 257.41, 254.04, 3287, 8.35, 94, 2043, 62.15
NIRMAN, SM, 06-Feb-2026, 57.75, 63.45, 63.50, 63.45, 63.50, 63.50, 63.49, 239400, 151.99, 379, 162300, 67.79
NITCO, EQ, 06-Feb-2026, 84.37, 83.95, 84.78, 82.40, 83.60, 83.06, 83.42, 135377, 112.93, 881, 76994, 56.87
NITINSPIN, EQ, 06-Feb-2026, 341.55, 341.80, 342.65, 338.00, 340.00, 340.25, 339.88, 39984, 135.90, 1614, 20271, 50.70
NITIRAJ, EQ, 06-Feb-2026, 187.99, 182.20, 188.98, 178.00, 188.97, 187.42, 183.34, 4223, 7.74, 117, 2913, 68.98
NIVABUPA, EQ, 06-Feb-2026, 77.30, 77.30, 78.14, 77.30, 77.59, 77.68, 77.74, 575878, 447.69, 6696, 322733, 56.04
NKIND, EQ, 06-Feb-2026, 68.17, 68.17, 68.17, 59.90, 66.00, 64.37, 64.65, 440, 0.28, 24, 127, 28.86
NLCINDIA, EQ, 06-Feb-2026, 259.75, 258.55, 261.60, 253.20, 256.70, 256.25, 256.15, 1103806, 2827.42, 24539, 445427, 40.35
NMDC, EQ, 06-Feb-2026, 84.60, 84.50, 85.37, 83.13, 83.80, 84.08, 84.08, 28578193, 24027.51, 61168, 13022280, 45.57
NMSTEEL, SM, 06-Feb-2026, 26.90, 27.00, 27.00, 27.00, 27.00, 27.00, 27.00, 1600, 0.43, 1, 1600, 100.00
NOCIL, EQ, 06-Feb-2026, 141.94, 141.94, 145.37, 140.50, 142.55, 144.10, 143.29, 219551, 314.59, 3451, 103195, 47.00
NOIDATOLL, EQ, 06-Feb-2026, 3.78, 3.77, 3.87, 3.63, 3.78, 3.79, 3.77, 72300, 2.73, 209, 41405, 57.27
NORBTEAEXP, BE, 06-Feb-2026, 83.29, 81.63, 81.63, 81.63, 81.63, 81.63, 81.63, 368, 0.30, 8, -, -
NORTHARC, EQ, 06-Feb-2026, 256.55, 254.50, 259.40, 252.00, 255.05, 255.85, 255.55, 267596, 683.84, 4010, 99777, 37.29
NOVAAGRI, EQ, 06-Feb-2026, 34.04, 34.04, 34.14, 33.50, 33.60, 33.78, 33.67, 57972, 19.52, 1355, 33483, 57.76
NPBET, EQ, 06-Feb-2026, 296.55, 297.43, 299.28, 296.93, 298.39, 298.39, 298.27, 236, 0.70, 12, 102, 43.22
NPST, EQ, 06-Feb-2026, 1220.40, 1210.00, 1359.80, 1208.60, 1300.00, 1281.90, 1302.60, 77581, 1010.57, 7613, 18415, 23.74
NRAIL, EQ, 06-Feb-2026, 436.50, 454.50, 454.50, 435.00, 435.05, 438.40, 442.18, 1753, 7.75, 152, 542, 30.92
NRBBEARING, EQ, 06-Feb-2026, 274.70, 274.60, 276.05, 268.90, 275.00, 274.80, 273.47, 146220, 399.87, 4059, 97799, 66.88
NRL, EQ, 06-Feb-2026, 52.90, 52.56, 53.44, 52.25, 52.80, 52.68, 52.72, 14072, 7.42, 361, 4711, 33.48
NRVANDANA, ST, 06-Feb-2026, 59.70, 57.00, 57.15, 57.00, 57.05, 57.05, 57.05, 15000, 8.56, 5, 15000, 100.00
NSIL, EQ, 06-Feb-2026, 5974.50, 5904.50, 6025.00, 5900.00, 6015.00, 6009.50, 5955.84, 985, 58.67, 369, 585, 59.39
NSLNISP, EQ, 06-Feb-2026, 41.63, 41.28, 41.75, 40.52, 41.40, 41.53, 41.16, 2635849, 1084.86, 9894, 1196461, 45.39
NTPC, EQ, 06-Feb-2026, 367.00, 361.80, 365.95, 361.00, 363.70, 365.05, 363.21, 7328789, 26619.06, 87860, 4251137, 58.01
NTPCGREEN, EQ, 06-Feb-2026, 86.39, 86.20, 87.48, 85.18, 86.90, 87.10, 86.27, 2729513, 2354.77, 25866, 1135834, 41.61
NUCLEUS, EQ, 06-Feb-2026, 914.95, 905.80, 921.20, 905.00, 912.05, 915.60, 912.71, 9998, 91.25, 1374, 6844, 68.45
NURECA, EQ, 06-Feb-2026, 281.15, 284.25, 284.35, 271.00, 280.00, 277.00, 274.92, 10766, 29.60, 488, 4650, 43.19
NUVAMA, EQ, 06-Feb-2026, 1379.60, 1382.00, 1382.00, 1324.50, 1354.00, 1354.00, 1342.83, 254887, 3422.70, 15315, 105253, 41.29
NUVOCO, EQ, 06-Feb-2026, 349.55, 349.00, 349.00, 341.60, 345.20, 345.10, 344.52, 1278494, 4404.62, 5920, 1239462, 96.95
NV20, EQ, 06-Feb-2026, 153.32, 153.73, 159.50, 152.30, 159.50, 154.76, 153.05, 8523, 13.04, 160, 4808, 56.41
NV20BEES, EQ, 06-Feb-2026, 154.00, 154.57, 154.60, 152.77, 154.60, 154.43, 153.43, 9553, 14.66, 232, 5617, 58.80
NV20IETF, EQ, 06-Feb-2026, 14.99, 14.61, 15.44, 14.61, 15.05, 15.05, 14.98, 200246, 30.00, 1778, 118913, 59.38
NXST, RR, 06-Feb-2026, 158.80, 158.70, 160.31, 157.50, 160.21, 159.99, 158.82, 606383, 963.06, 12162, 438355, 72.29
NYKAA, EQ, 06-Feb-2026, 258.29, 264.80, 278.50, 263.50, 276.80, 276.99, 272.09, 57686215, 156957.07, 337597, 10483465, 18.17
OAL, EQ, 06-Feb-2026, 291.45, 288.35, 291.40, 286.10, 286.50, 289.00, 289.58, 3629, 10.51, 257, 2205, 60.76
OBCL, EQ, 06-Feb-2026, 55.15, 56.00, 56.00, 51.80, 54.35, 54.33, 54.06, 4730, 2.56, 51, 4660, 98.52
OBEROIRLTY, EQ, 06-Feb-2026, 1548.90, 1544.70, 1552.10, 1505.00, 1534.00, 1532.60, 1522.41, 899859, 13699.50, 43451, 470363, 52.27
OBSCP, SM, 06-Feb-2026, 308.75, 312.60, 314.95, 304.00, 313.00, 312.80, 309.45, 16800, 51.99, 36, 10800, 64.29
OCCLLTD, EQ, 06-Feb-2026, 93.85, 91.00, 91.96, 87.75, 89.00, 88.75, 89.47, 118789, 106.29, 1653, 82419, 69.38
ODIGMA, EQ, 06-Feb-2026, 30.85, 31.32, 31.40, 30.01, 30.60, 30.42, 30.62, 17765, 5.44, 382, 13702, 77.13
OFSS, EQ, 06-Feb-2026, 7450.50, 7350.00, 7400.00, 7145.00, 7261.00, 7264.00, 7210.54, 266523, 19217.74, 34073, 108953, 40.88
OIL, EQ, 06-Feb-2026, 498.50, 495.60, 503.65, 491.00, 495.00, 497.25, 496.81, 4693599, 23318.19, 69201, 2390482, 50.93
OILCOUNTUB, EQ, 06-Feb-2026, 48.52, 48.52, 49.52, 46.59, 48.99, 48.56, 48.05, 17741, 8.52, 530, 6964, 39.25
OILIETF, EQ, 06-Feb-2026, 12.28, 12.28, 12.38, 12.23, 12.36, 12.35, 12.31, 5759157, 708.78, 3722, 3820066, 66.33
OLAELEC, EQ, 06-Feb-2026, 31.45, 31.50, 31.80, 31.07, 31.69, 31.70, 31.40, 27253249, 8557.46, 49104, 7071044, 25.95
OLECTRA, EQ, 06-Feb-2026, 1044.40, 1044.00, 1044.00, 1015.00, 1019.90, 1022.30, 1022.36, 232716, 2379.18, 14237, 95440, 41.01
OLIL, SM, 06-Feb-2026, 288.00, 286.15, 305.00, 284.00, 304.95, 304.50, 298.84, 40400, 120.73, 34, 34400, 85.15
OMAXAUTO, EQ, 06-Feb-2026, 118.29, 118.00, 122.50, 115.99, 117.02, 117.63, 118.12, 79510, 93.92, 1095, 50367, 63.35
OMAXE, EQ, 06-Feb-2026, 79.36, 77.80, 79.53, 76.90, 79.00, 79.32, 78.32, 140421, 109.98, 1209, 68479, 48.77
OMFREIGHT, EQ, 06-Feb-2026, 91.85, 91.85, 93.00, 90.00, 91.22, 91.87, 91.51, 22752, 20.82, 448, 12131, 53.32
OMFURN, SM, 06-Feb-2026, 48.30, 47.00, 48.00, 47.00, 47.00, 47.00, 47.22, 10800, 5.10, 9, 10800, 100.00
OMINFRAL, EQ, 06-Feb-2026, 91.46, 91.46, 91.84, 89.11, 89.11, 89.24, 89.99, 88356, 79.51, 1194, 47492, 53.75
OMKARCHEM, BZ, 06-Feb-2026, 5.08, 5.07, 5.32, 4.92, 4.94, 4.94, 4.98, 7011, 0.35, 38, -, -
ONDOOR, SM, 06-Feb-2026, 118.50, 118.00, 119.00, 118.00, 119.00, 119.00, 118.97, 9300, 11.06, 12, 9000, 96.77
ONELIFECAP, BE, 06-Feb-2026, 14.52, 15.00, 15.24, 13.86, 14.50, 14.60, 14.96, 3226, 0.48, 32, -, -
ONEPOINT, EQ, 06-Feb-2026, 49.57, 49.57, 49.65, 48.65, 49.00, 48.96, 49.05, 656747, 322.12, 2000, 360234, 54.85
ONESOURCE, EQ, 06-Feb-2026, 1162.10, 1158.70, 1184.10, 1102.00, 1119.90, 1119.90, 1129.00, 297661, 3360.60, 33083, 118214, 39.71
ONGC, EQ, 06-Feb-2026, 269.20, 268.00, 269.95, 264.70, 268.40, 268.95, 267.55, 10013728, 26791.66, 81139, 5115317, 51.08
ONMOBILE, EQ, 06-Feb-2026, 51.77, 53.59, 53.60, 49.50, 49.96, 49.98, 50.89, 331187, 168.55, 2909, 82343, 24.86
ONWARDTEC, EQ, 06-Feb-2026, 316.85, 312.10, 325.00, 311.00, 322.00, 322.35, 317.03, 33387, 105.85, 1469, 19504, 58.42
ONYX, SM, 06-Feb-2026, 37.00, 37.00, 37.00, 37.00, 37.00, 37.00, 37.00, 2000, 0.74, 1, 2000, 100.00
OPTIEMUS, EQ, 06-Feb-2026, 420.70, 421.10, 421.10, 403.00, 407.30, 408.55, 408.97, 61633, 252.06, 3429, 24653, 40.00
OPTIVALUE, SM, 06-Feb-2026, 79.00, 79.00, 79.00, 79.00, 79.00, 79.00, 79.00, 3200, 2.53, 1, 3200, 100.00
ORBTEXP, EQ, 06-Feb-2026, 183.80, 184.84, 190.00, 183.95, 190.00, 186.29, 185.94, 5413, 10.06, 158, 3616, 66.80
ORCHASP, EQ, 06-Feb-2026, 2.58, 2.57, 2.75, 2.07, 2.39, 2.39, 2.31, 1816215, 41.89, 2395, 991375, 54.58
ORCHPHARMA, EQ, 06-Feb-2026, 685.75, 682.50, 686.85, 676.00, 679.00, 680.55, 680.04, 12522, 85.15, 870, 6346, 50.68
ORIANA, SM, 06-Feb-2026, 2015.55, 2014.80, 2227.00, 1983.00, 2095.00, 2083.95, 2118.72, 161850, 3429.15, 1473, 62850, 38.83
ORICONENT, BE, 06-Feb-2026, 65.01, 65.00, 65.95, 64.34, 64.85, 64.96, 65.22, 16172, 10.55, 135, -, -
ORIENTALTL, EQ, 06-Feb-2026, 7.41, 7.41, 7.59, 7.20, 7.45, 7.42, 7.41, 40620, 3.01, 234, 24202, 59.58
ORIENTBELL, EQ, 06-Feb-2026, 271.75, 273.05, 280.00, 271.00, 278.30, 276.55, 276.08, 5369, 14.82, 259, 3341, 62.23
ORIENTCEM, EQ, 06-Feb-2026, 163.28, 162.20, 162.85, 160.11, 162.49, 162.26, 161.47, 238748, 385.51, 3184, 115072, 48.20
ORIENTCER, EQ, 06-Feb-2026, 43.35, 44.49, 44.49, 42.89, 43.85, 43.67, 43.43, 73003, 31.70, 956, 32578, 44.63
ORIENTELEC, EQ, 06-Feb-2026, 170.63, 169.10, 174.95, 168.70, 170.72, 171.47, 171.47, 69339, 118.90, 3501, 33372, 48.13
ORIENTHOT, EQ, 06-Feb-2026, 106.50, 106.03, 107.44, 103.31, 105.08, 105.53, 105.10, 139932, 147.07, 1549, 56041, 40.05
ORIENTLTD, EQ, 06-Feb-2026, 62.08, 62.08, 63.76, 60.41, 61.24, 61.29, 61.00, 272, 0.17, 17, 140, 51.47
ORIENTPPR, EQ, 06-Feb-2026, 20.51, 20.21, 20.99, 20.10, 20.65, 20.64, 20.40, 216891, 44.25, 894, 114045, 52.58
ORIENTTECH, EQ, 06-Feb-2026, 336.15, 334.50, 338.55, 327.10, 337.95, 335.75, 333.08, 306570, 1021.11, 7169, 66341, 21.64
ORISSAMINE, EQ, 06-Feb-2026, 4504.60, 4485.00, 4491.90, 4364.00, 4375.00, 4386.50, 4412.40, 12381, 546.30, 2919, 6589, 53.22
ORKLAINDIA, EQ, 06-Feb-2026, 560.85, 555.20, 584.00, 555.20, 582.00, 581.90, 575.34, 119902, 689.84, 7080, 63250, 52.75
ORTEL, BZ, 06-Feb-2026, 1.40, 1.47, 1.47, 1.33, 1.33, 1.33, 1.33, 40291, 0.54, 45, -, -
ORTINGLOBE, BE, 06-Feb-2026, 12.03, 12.48, 12.63, 11.51, 12.63, 12.54, 12.13, 2840, 0.34, 23, -, -
OSELDEVICE, ST, 06-Feb-2026, 515.10, 532.00, 532.00, 511.00, 526.90, 526.60, 521.64, 10400, 54.25, 43, 8800, 84.62
OSIAHYPER, EQ, 06-Feb-2026, 14.06, 14.12, 14.12, 13.70, 13.91, 13.82, 13.84, 142871, 19.77, 631, 80426, 56.29
OSWALAGRO, EQ, 06-Feb-2026, 52.64, 52.20, 53.19, 50.50, 50.65, 51.52, 51.75, 48840, 25.28, 619, 29194, 59.77
OSWALGREEN, EQ, 06-Feb-2026, 29.63, 29.90, 29.99, 28.18, 28.41, 28.65, 29.04, 102296, 29.71, 1749, 49576, 48.46
OSWALPUMPS, EQ, 06-Feb-2026, 381.55, 380.00, 383.40, 368.30, 382.00, 379.25, 375.24, 344774, 1293.74, 8475, 134238, 38.94
OSWALSEEDS, EQ, 06-Feb-2026, 13.26, 13.50, 13.97, 13.05, 13.84, 13.80, 13.51, 35931, 4.86, 278, 29004, 80.72
OWAIS, SM, 06-Feb-2026, 236.50, 241.00, 247.00, 236.90, 240.00, 240.05, 241.00, 10400, 25.06, 74, 8000, 76.92
PACEDIGITK, EQ, 06-Feb-2026, 190.39, 190.59, 193.90, 188.10, 191.77, 192.01, 190.89, 880389, 1680.61, 10932, 402492, 45.72
PAGEIND, EQ, 06-Feb-2026, 35640.00, 34450.00, 35670.00, 34205.00, 35650.00, 35560.00, 35097.04, 34565, 12131.29, 15799, 12465, 36.06
